305 0.17496511 0.08697676 -0.23288403 0.2412968 0.38626638 0.07619544 -0.27110636 0.046885416 -0.017737739 0.021646991 0.019051773 -0.31035104 -0.047206312 0.018064616 0.3100228 -0.014337297 -0.24668235 0.30350912 -0.06625699 0.16603446 0.15622634 -0.46506 0.1142294 0.008577238 -0.40604803 0.16130698 0.62176895 0.53571767 -0.033696152 0.04887036 0.23767796 -0.18780042 0.090128824 -0.3349251 -0.014689884 0.032262452 0.45658296 -0.19052617 0.12500055 0.30294517 0.23876943 0.1916522 -0.16630025 -0.5140878 0.3677489 0.46388796 0.17123643 0.09727638 -0.25677925 0.067227736 -0.11927668 -0.1485647 0.062305607 -0.3096211 -0.09807878 0.040577702 0.12039403 -0.045251913 0.5231322 0.07024115 -0.059681453 0.07363659 0.288858 0.08546303
306 0.2029454 0.09523488 -0.26701573 0.27048647 0.4690285 0.08530361 -0.30304042 0.042673495 -0.011896481 0.026477855 0.022988793 -0.3526403 -0.056059487 0.024128838 0.35171965 -0.016653145 -0.2866367 0.36193457 -0.07132441 0.18554592 0.19144677 -0.5257428 0.1478094 0.0026132104 -0.47445428 0.19824821 0.7231128 0.6194598 -0.01644502 0.08445174 0.2703637 -0.23107277 0.09826352 -0.38692182 -0.01978788 0.048766214 0.51295793 -0.21530586 0.13117212 0.34559214 0.25891152 0.20995446 -0.18295534 -0.5684477 0.4051109 0.53608024 0.19332407 0.10396008 -0.29601836 0.074580155 -0.13595425 -0.15559389 0.065801196 -0.33799127 -0.11497339 0.04807551 0.15131189 -0.056517173 0.59002745 0.07448515 -0.064021744 0.08224966 0.33230945 0.09463657
90 0.16030347 0.0860074 -0.20845802 0.21241595 0.38847235 0.08147261 -0.22991179 0.01347578 -0.015270687 0.025739536 0.026672496 -0.28341585 -0.034787286 0.00922379 0.27568442 -0.007948141 -0.21837841 0.28252432 -0.03717939 0.13127479 0.14066057 -0.40711355 0.11243564 -0.0051474846 -0.38098225 0.16111018 0.58451045 0.49962297 -0.026503248 0.07142176 0.20950966 -0.18203682 0.07701124 -0.3241753 -0.009029766 0.040880095 0.41390783 -0.17189024 0.09486924 0.2795231 0.1941754 0.16797224 -0.15093651 -0.45040372 0.31762418 0.41668442 0.15935025 0.07431943 -0.23957445 0.05196876 -0.11650091 -0.1234809 0.04019955 -0.28166083 -0.077398404 0.018421778 0.117852986 -0.03844421 0.45704085 0.06568963 -0.04983613 0.07002295 0.2546607 0.099164404
89 0.15583974 0.093226574 -0.2157693 0.20877062 0.39777738 0.07321083 -0.24151807 0.022165045 -0.009672387 0.019326333 0.02873386 -0.29134154 -0.0358674 0.006794297 0.288152 -0.0038235397 -0.23380406 0.28345287 -0.025927894 0.1313681 0.15099542 -0.41790712 0.1278602 -0.0049283113 -0.37256503 0.16301018 0.5930237 0.50948083 -0.0157904 0.071874194 0.21817017 -0.18484724 0.07435307 -0.3316967 -0.017543543 0.041476604 0.42683795 -0.18512985 0.0951774 0.29232946 0.19637153 0.1590802 -0.15172413 -0.46273544 0.32486838 0.42417726 0.15138945 0.08513537 -0.25084147 0.053535916 -0.109374374 -0.12854108 0.04848212 -0.28357762 -0.08745967 0.016880607 0.12204149 -0.05430614 0.4674665 0.060478464 -0.04174565 0.068905294 0.25122732 0.10484828
169 0.14965466 0.070329785 -0.19750717 0.20049128 0.29197177 0.041012384 -0.22093487 0.06862368 0.001392944 0.009003756 0.017121123 -0.25180885 -0.052151177 0.003014512 0.27322674 -0.009842968 -0.15846309 0.25203598 -0.09013944 0.13651145 0.14682776 -0.38469678 0.10372596 0.012133042 -0.328396 0.14391746 0.47657543 0.409254 -0.031706348 0.02126195 0.204911 -0.14638777 0.071544275 -0.25763544 -0.0058266153 0.035259128 0.3626863 -0.13976975 0.08688305 0.23810874 0.20596813 0.14198937 -0.115035824 -0.3965828 0.30014378 0.39748213 0.1260377 0.066050395 -0.19930288 0.05167626 -0.080923006 -0.12964402 0.06006041 -0.25127545 -0.090423614 0.04605866 0.11256477 -0.011453964 0.39966282 0.05526175 -0.04160005 0.039194383 0.26195 0.04648061
276 0.12882835 0.05375926 -0.16503893 0.17125632 0.25765756 0.03472327 -0.18958369 0.0625913 0.0018818016 0.011929125 0.009508411 -0.22657137 -0.0419841 0.007787794 0.24614805 -0.016241418 -0.14201513 0.2284455 -0.07954378 0.12547114 0.12866439 -0.34887487 0.09600409 0.00018719817 -0.28133348 0.13227153 0.44073492 0.37106696 -0.034472533 0.01950789 0.17749748 -0.14340918 0.052411392 -0.22663733 -0.0045337356 0.015091232 0.3294781 -0.1323806 0.08967199 0.21380232 0.18670277 0.1264745 -0.11779062 -0.3580422 0.26244935 0.35413742 0.12036608 0.07454749 -0.17590064 0.057553425 -0.078512765 -0.12050008 0.05898303 -0.23158617 -0.09020361 0.045481294 0.10443719 -0.018680425 0.35472363 0.03726698 -0.04398222 0.03690596 0.23116632 0.053615376
121 0.13225082 0.063149005 -0.17869632 0.1843585 0.34745517 0.06157148 -0.21535978 0.017324228 -0.0063898973 0.0077765877 0.013295596 -0.252812 -0.043300558 0.011246584 0.24847555 0.0041218563 -0.20849235 0.24834086 -0.02441861 0.12904237 0.13690759 -0.35862958 0.10786217 -0.0066568507 -0.321981 0.1435335 0.51200527 0.44348624 -0.028322943 0.052773345 0.18534578 -0.15085144 0.06195391 -0.2846513 -0.011397437 0.027528588 0.36644512 -0.14320104 0.100531414 0.2425856 0.18434015 0.13674009 -0.12624295 -0.40774503 0.29138538 0.38181943 0.13618214 0.070388116 -0.21387517 0.044062305 -0.101085186 -0.11577789 0.03242026 -0.2453949 -0.06530535 0.01581293 0.10102703 -0.03383343 0.39960605 0.05875026 -0.030653572 0.05920928 0.21510637 0.082469955
153 0.15157309 0.0646696 -0.19021736 0.18583721 0.29853556 0.051594824 -0.22452267 0.054824382 -0.0050551156 0.007999788 0.006537533 -0.2345081 -0.05678879 0.007946934 0.24907313 -0.026228182 -0.18096332 0.24166013 -0.06333061 0.12833418 0.13085555 -0.3655492 0.087188154 0.003230853 -0.32005197 0.13145263 0.4640186 0.39467892 -0.024396881 0.03385851 0.19138433 -0.14608736 0.06557996 -0.24393755 -0.017844455 0.034868333 0.35303122 -0.14086297 0.08735334 0.23968169 0.17788893 0.13931865 -0.12261217 -0.3858733 0.277423 0.38162813 0.13546506 0.079791896 -0.1908268 0.046877343 -0.09007543 -0.12846385 0.049538195 -0.23915157 -0.09570904 0.03517592 0.10767611 -0.015585766 0.4086315 0.04340095 -0.0494942 0.044190325 0.25191623 0.057935257
168 0.16366535 0.06506902 -0.2182302 0.19985774 0.33823502 0.0727184 -0.24012281 0.06311597 -0.01091705 0.0033988904 0.011421833 -0.258171 -0.0659425 0.0034198544 0.27693582 -0.03302705 -0.18493168 0.25872612 -0.07553415 0.15288629 0.15786031 -0.40668535 0.0950621 0.012344764 -0.35340747 0.15243436 0.5102848 0.43041226 -0.0144151645 0.055427566 0.21253985 -0.1557637 0.07978485 -0.27971563 -0.023616353 0.039822586 0.37390164 -0.1629276 0.10099348 0.264541 0.19686916 0.15613331 -0.1339668 -0.41591612 0.30625957 0.4181159 0.12933241 0.080478825 -0.20909767 0.047599547 -0.09178628 -0.14405069 0.04430066 -0.26862285 -0.0952669 0.031617 0.119615294 -0.019494334 0.44944376 0.05396334 -0.053104833 0.03833669 0.27933586 0.06359765
102 0.1423851 0.07689078 -0.1828391 0.16336632 0.3299171 0.050622296 -0.19017933 0.026408589 -0.00857321 0.008141599 0.022742055 -0.24435554 -0.045976095 0.023260524 0.23665568 -0.0029625678 -0.19353369 0.24190868 -0.03617421 0.11886091 0.11245652 -0.34958965 0.10136556 -0.009565214 -0.30107966 0.14212319 0.47849026 0.41887626 -0.015775416 0.05935235 0.18651235 -0.14933975 0.06877535 -0.2747086 -0.017022831 0.04022818 0.3486149 -0.1355406 0.08757358 0.2443241 0.16882393 0.13303696 -0.12500185 -0.38472244 0.2637455 0.3626304 0.12583168 0.05915091 -0.20841588 0.037848637 -0.10188982 -0.1083477 0.028465295 -0.21943638 -0.05988934 0.018849716 0.10249387 -0.04128708 0.38208306 0.03980134 -0.0281053 0.06528867 0.20271164 0.08746114
